function_count,parameter_count,variable_count,declaration_count,if_count,for_count,while_count,switch_count,return_count,call_count,argument_count,assignment_count,binary_expression_count,identifier_count,block_count,expression_count,literal_count,ast_nodes,leaf_nodes,internal_nodes,max_depth,leaf_ratio,internal_ratio,branch_density,call_density,identifier_density,expression_density,variable_density,statement_density,nesting_factor,cyclomatic_estimate,avg_parameters,language,repository,function
1,0,1,1,1,0,0,0,1,2,2,1,0,15,3,0,4,68,47,21,10,0.6911764705882353,0.3088235294117647,0.014705882352941176,0.029411764705882353,0.22058823529411764,0.0,0.014705882352941176,0.0,0.14705882352941177,2,0.0,python,neithere/monk,one_of
1,0,0,0,1,0,0,0,1,1,1,0,0,10,2,0,2,45,29,16,9,0.6444444444444445,0.35555555555555557,0.022222222222222223,0.022222222222222223,0.2222222222222222,0.0,0.0,0.0,0.2,2,0.0,python,pysathq/pysat,MapleCM.get_core
1,0,2,2,0,0,0,0,0,2,2,2,0,14,1,0,1,50,35,15,7,0.7,0.3,0.0,0.04,0.28,0.0,0.04,0.0,0.14,1,0.0,python,jmgilman/Neolib,Context.addProxyObject
1,0,2,2,1,0,0,0,1,4,4,2,0,16,2,0,5,81,54,27,9,0.6666666666666666,0.3333333333333333,0.012345679012345678,0.04938271604938271,0.19753086419753085,0.0,0.024691358024691357,0.0,0.1111111111111111,2,0.0,python,lrq3000/pyFileFixity,SortedDict.popitem
1,0,3,3,1,0,0,0,1,2,2,3,1,19,2,0,4,87,59,28,11,0.6781609195402298,0.3218390804597701,0.011494252873563218,0.022988505747126436,0.21839080459770116,0.0,0.034482758620689655,0.0,0.12643678160919541,2,0.0,python,pypa/pipenv,ParseBaseException.markInputline
1,0,2,2,1,0,0,0,1,5,4,2,3,23,2,0,7,120,83,37,11,0.6916666666666667,0.30833333333333335,0.008333333333333333,0.041666666666666664,0.19166666666666668,0.0,0.016666666666666666,0.0,0.09166666666666666,2,0.0,python,abe-winter/pg13-py,Row.select
1,0,2,2,0,0,0,0,1,1,1,2,0,13,1,0,3,52,37,15,7,0.7115384615384616,0.28846153846153844,0.0,0.019230769230769232,0.25,0.0,0.038461538461538464,0.0,0.1346153846153846,1,0.0,python,reingart/pyafipws,WSLTV.AgregarBonificacion
1,0,9,9,2,0,0,0,1,13,13,9,0,52,4,0,25,318,221,97,11,0.6949685534591195,0.3050314465408805,0.006289308176100629,0.040880503144654086,0.16352201257861634,0.0,0.02830188679245283,0.0,0.03459119496855346,3,0.0,python,empirical-org/Quill-NLP-Tools-and-Datasets,training_data
1,0,0,0,0,0,0,0,1,3,3,0,0,17,1,0,1,69,47,22,10,0.6811594202898551,0.3188405797101449,0.0,0.043478260869565216,0.2463768115942029,0.0,0.0,0.0,0.14492753623188406,1,0.0,python,hardbyte/python-can,UcanServer.check_version_is_equal_or_higher
1,0,14,14,5,1,0,0,0,17,17,14,9,89,9,0,46,563,382,181,20,0.6785079928952042,0.32149200710479575,0.010657193605683837,0.03019538188277087,0.15808170515097691,0.0,0.02486678507992895,0.0,0.035523978685612786,7,0.0,python,materialsproject/custodian,VaspJob.full_opt_run
1,0,0,0,0,0,0,0,1,1,1,0,0,11,1,0,5,63,44,19,9,0.6984126984126984,0.30158730158730157,0.0,0.015873015873015872,0.1746031746031746,0.0,0.0,0.0,0.14285714285714285,1,0.0,python,pyviz/param,ParameterizedFunction.script_repr
1,0,2,2,0,0,0,0,1,2,2,2,0,17,1,0,1,55,39,16,6,0.7090909090909091,0.2909090909090909,0.0,0.03636363636363636,0.3090909090909091,0.0,0.03636363636363636,0.0,0.10909090909090909,1,0.0,python,openclimatedata/pymagicc,_Reader.process_data
1,0,1,1,0,0,0,0,0,3,3,1,0,14,3,0,3,70,44,26,11,0.6285714285714286,0.37142857142857144,0.0,0.04285714285714286,0.2,0.0,0.014285714285714285,0.0,0.15714285714285714,1,0.0,python,Duke-GCB/lando-messaging,WorkQueueProcessor.process_messages_loop
1,0,3,3,3,0,0,0,1,7,7,3,0,34,4,0,5,154,100,54,12,0.6493506493506493,0.35064935064935066,0.01948051948051948,0.045454545454545456,0.22077922077922077,0.0,0.01948051948051948,0.0,0.07792207792207792,4,0.0,python,ramses-tech/ramses,ESBaseView.get_item_es
1,0,3,3,2,0,0,0,0,7,7,3,0,31,3,0,16,199,135,64,15,0.678391959798995,0.32160804020100503,0.010050251256281407,0.035175879396984924,0.15577889447236182,0.0,0.01507537688442211,0.0,0.07537688442211055,3,0.0,python,volafiled/python-volapi,User.register
1,0,2,2,3,0,0,0,2,10,10,2,0,35,4,0,14,216,146,70,14,0.6759259259259259,0.32407407407407407,0.013888888888888888,0.046296296296296294,0.16203703703703703,0.0,0.009259259259259259,0.0,0.06481481481481481,4,0.0,python,pyinvoke/invocations,_find_package
1,0,13,13,2,0,0,0,0,22,22,13,10,95,3,0,18,426,291,135,15,0.6830985915492958,0.31690140845070425,0.004694835680751174,0.051643192488262914,0.22300469483568075,0.0,0.03051643192488263,0.0,0.035211267605633804,3,0.0,python,chbrown/viz,hist
1,0,1,1,0,1,0,0,1,2,2,1,0,18,2,0,2,72,53,19,10,0.7361111111111112,0.2638888888888889,0.013888888888888888,0.027777777777777776,0.25,0.0,0.013888888888888888,0.0,0.1388888888888889,2,0.0,python,mcieslik-mctp/papy,_comp_task
1,0,3,3,0,1,0,0,1,4,4,3,0,30,2,0,2,105,76,29,11,0.7238095238095238,0.2761904761904762,0.009523809523809525,0.0380952380952381,0.2857142857142857,0.0,0.02857142857142857,0.0,0.10476190476190476,2,0.0,python,gwastro/pycbc,segment_snrs
1,0,6,6,4,1,0,0,3,12,11,6,1,63,6,0,15,283,195,88,11,0.6890459363957597,0.31095406360424027,0.0176678445229682,0.04240282685512368,0.2226148409893993,0.0,0.02120141342756184,0.0,0.038869257950530034,6,0.0,python,angr/claripy,StridedInterval.least_upper_bound
1,0,2,2,1,0,0,0,0,9,9,2,0,39,2,0,7,167,115,52,11,0.688622754491018,0.31137724550898205,0.005988023952095809,0.05389221556886228,0.23353293413173654,0.0,0.011976047904191617,0.0,0.0658682634730539,2,0.0,python,gmr/tredis,Client._on_cluster_data_moved
1,0,13,13,6,1,0,0,1,12,12,13,1,64,10,0,35,405,278,127,15,0.6864197530864198,0.3135802469135803,0.01728395061728395,0.02962962962962963,0.1580246913580247,0.0,0.03209876543209877,0.0,0.037037037037037035,8,0.0,python,useblocks/sphinxcontrib-needs,procces_filters
1,0,1,1,0,0,0,0,1,2,2,1,1,16,2,0,2,61,40,21,9,0.6557377049180327,0.3442622950819672,0.0,0.03278688524590164,0.26229508196721313,0.0,0.01639344262295082,0.0,0.14754098360655737,1,0.0,python,dairiki/python-libtcd,Tcd.append
1,0,0,0,0,0,0,0,1,2,2,0,0,17,1,0,6,69,52,17,6,0.7536231884057971,0.2463768115942029,0.0,0.028985507246376812,0.2463768115942029,0.0,0.0,0.0,0.08695652173913043,1,0.0,python,glue-viz/glue-vispy-viewers,EmitterGroup.connect
1,0,2,2,1,0,0,0,6,12,12,2,4,51,6,0,9,231,153,78,10,0.6623376623376623,0.33766233766233766,0.004329004329004329,0.05194805194805195,0.22077922077922077,0.0,0.008658008658008658,0.0,0.04329004329004329,2,0.0,python,esterhui/pypu,service_flickr._update_config
1,0,0,0,1,2,0,0,0,2,2,0,1,16,4,0,1,63,42,21,11,0.6666666666666666,0.3333333333333333,0.047619047619047616,0.031746031746031744,0.25396825396825395,0.0,0.0,0.0,0.1746031746031746,4,0.0,python,bigchaindb/bigchaindb,Exchange.dispatch
2,0,1,1,1,0,0,0,2,3,3,1,0,15,3,0,2,72,46,26,11,0.6388888888888888,0.3611111111111111,0.013888888888888888,0.041666666666666664,0.20833333333333334,0.0,0.013888888888888888,0.0,0.1527777777777778,2,0.0,python,awslabs/sockeye,regular_file
1,0,22,22,7,7,0,0,1,27,27,22,0,145,18,0,28,624,420,204,18,0.6730769230769231,0.3269230769230769,0.022435897435897436,0.04326923076923077,0.23237179487179488,0.0,0.035256410256410256,0.0,0.028846153846153848,15,0.0,python,thespacedoctor/tastic,baseClass.sort_tasks
1,0,3,3,1,0,0,0,2,8,8,3,0,30,5,0,14,194,127,67,18,0.654639175257732,0.34536082474226804,0.005154639175257732,0.041237113402061855,0.15463917525773196,0.0,0.015463917525773196,0.0,0.09278350515463918,2,0.0,python,jmgilman/Neolib,KitchenQuest.submitQuest
1,0,4,4,3,0,0,0,1,7,7,4,6,37,6,0,7,179,119,60,11,0.664804469273743,0.33519553072625696,0.01675977653631285,0.03910614525139665,0.20670391061452514,0.0,0.0223463687150838,0.0,0.061452513966480445,4,0.0,python,dourvaris/nano-python,convert
1,0,1,1,1,0,0,0,2,3,3,1,0,14,2,0,6,86,59,27,11,0.686046511627907,0.313953488372093,0.011627906976744186,0.03488372093023256,0.16279069767441862,0.0,0.011627906976744186,0.0,0.12790697674418605,2,0.0,python,thorgate/django-esteid,ocsp_responder_certificate_path
1,0,1,1,0,0,0,0,1,1,1,1,0,16,1,0,2,64,45,19,7,0.703125,0.296875,0.0,0.015625,0.25,0.0,0.015625,0.0,0.109375,1,0.0,python,CZ-NIC/yangson,SchemaNode._iname2qname
1,0,1,1,2,0,0,0,1,9,9,1,0,33,3,0,16,190,133,57,10,0.7,0.3,0.010526315789473684,0.04736842105263158,0.1736842105263158,0.0,0.005263157894736842,0.0,0.05263157894736842,3,0.0,python,saltstack/salt,archive
2,0,1,1,0,0,0,0,2,2,2,1,0,33,2,0,6,125,92,33,9,0.736,0.264,0.0,0.016,0.264,0.0,0.008,0.0,0.072,1,0.0,python,Zsailer/phylopandas,_write_method
1,0,5,5,0,2,0,0,1,11,11,5,2,48,3,0,4,184,125,59,14,0.6793478260869565,0.32065217391304346,0.010869565217391304,0.059782608695652176,0.2608695652173913,0.0,0.02717391304347826,0.0,0.07608695652173914,3,0.0,python,materialsproject/pymatgen,get_symbol_list
1,0,0,0,0,0,0,0,1,1,1,0,0,12,1,0,2,48,34,14,8,0.7083333333333334,0.2916666666666667,0.0,0.020833333333333332,0.25,0.0,0.0,0.0,0.16666666666666666,1,0.0,python,mcs07/ChemDataExtractor,ListType.serialize
1,0,2,2,0,0,0,0,1,5,5,2,1,18,1,0,5,94,64,30,10,0.6808510638297872,0.3191489361702128,0.0,0.05319148936170213,0.19148936170212766,0.0,0.02127659574468085,0.0,0.10638297872340426,1,0.0,python,globocom/GloboNetworkAPI-client-python,ApiEnvironment.update
1,0,2,2,0,0,0,0,1,2,2,2,0,15,1,0,3,65,45,20,8,0.6923076923076923,0.3076923076923077,0.0,0.03076923076923077,0.23076923076923078,0.0,0.03076923076923077,0.0,0.12307692307692308,1,0.0,python,fprimex/zdesk,ZendeskAPI.view_delete
1,0,1,1,1,0,0,0,2,2,2,1,0,13,2,0,1,55,38,17,8,0.6909090909090909,0.3090909090909091,0.01818181818181818,0.03636363636363636,0.23636363636363636,0.0,0.01818181818181818,0.0,0.14545454545454545,2,0.0,python,spacetelescope/stsci.tools,Section.as_list
1,0,0,0,1,0,0,0,0,3,3,0,0,16,2,0,1,72,48,24,9,0.6666666666666666,0.3333333333333333,0.013888888888888888,0.041666666666666664,0.2222222222222222,0.0,0.0,0.0,0.125,2,0.0,python,note35/sinon,SinonAssertion.alwaysCalledWithMatch
1,0,0,0,0,0,0,0,1,2,2,0,0,12,1,0,3,72,46,26,10,0.6388888888888888,0.3611111111111111,0.0,0.027777777777777776,0.16666666666666666,0.0,0.0,0.0,0.1388888888888889,1,0.0,python,Opentrons/opentrons,known_pipettes
1,0,1,1,0,0,0,0,1,3,3,1,0,10,1,0,9,90,62,28,8,0.6888888888888889,0.3111111111111111,0.0,0.03333333333333333,0.1111111111111111,0.0,0.011111111111111112,0.0,0.08888888888888889,1,0.0,python,python-diamond/Diamond,CephCollector.get_default_config
1,0,0,0,1,0,0,0,1,4,4,0,1,11,2,0,2,66,42,24,12,0.6363636363636364,0.36363636363636365,0.015151515151515152,0.06060606060606061,0.16666666666666666,0.0,0.0,0.0,0.18181818181818182,2,0.0,python,rene-aguirre/pywinusb,winapi_result
1,0,1,1,0,0,0,0,0,0,0,1,0,10,1,0,1,35,26,9,7,0.7428571428571429,0.2571428571428571,0.0,0.0,0.2857142857142857,0.0,0.02857142857142857,0.0,0.2,1,0.0,python,nicolargo/glances,GlancesWebList.set_server
1,0,0,0,1,0,0,0,2,5,5,0,0,22,3,0,3,111,73,38,12,0.6576576576576577,0.34234234234234234,0.009009009009009009,0.04504504504504504,0.1981981981981982,0.0,0.0,0.0,0.10810810810810811,2,0.0,python,deepmind/sonnet,BatchNormLSTM.state_size
1,0,1,1,2,0,0,0,3,2,2,1,0,16,3,0,5,80,54,26,11,0.675,0.325,0.025,0.025,0.2,0.0,0.0125,0.0,0.1375,3,0.0,python,wuher/devil,PermissionController._has_perm
1,0,2,2,1,0,0,0,0,8,8,2,0,42,5,0,5,164,112,52,14,0.6829268292682927,0.3170731707317073,0.006097560975609756,0.04878048780487805,0.25609756097560976,0.0,0.012195121951219513,0.0,0.08536585365853659,2,0.0,python,ARMmbed/icetea,PluginManager.start_external_service
1,0,0,0,0,0,0,0,0,71,71,0,0,327,1,0,3,1012,695,317,11,0.6867588932806324,0.3132411067193676,0.0,0.07015810276679842,0.3231225296442688,0.0,0.0,0.0,0.010869565217391304,1,0.0,python,evhub/coconut,Compiler.bind
1,0,0,0,1,0,0,0,0,1,1,0,0,13,6,0,4,78,48,30,15,0.6153846153846154,0.38461538461538464,0.01282051282051282,0.01282051282051282,0.16666666666666666,0.0,0.0,0.0,0.19230769230769232,2,0.0,python,RedHatInsights/insights-core,get_pool
1,0,6,6,1,0,0,0,1,3,3,6,0,20,3,0,8,95,64,31,10,0.6736842105263158,0.3263157894736842,0.010526315789473684,0.031578947368421054,0.21052631578947367,0.0,0.06315789473684211,0.0,0.10526315789473684,2,0.0,python,fananimi/pyzk,ZK.poweroff
1,0,0,0,0,0,0,0,1,3,3,0,0,12,1,0,5,68,46,22,11,0.6764705882352942,0.3235294117647059,0.0,0.04411764705882353,0.17647058823529413,0.0,0.0,0.0,0.16176470588235295,1,0.0,python,fabioz/PyDev.Debugger,SortImports._add_comments
1,0,1,1,0,0,0,0,1,8,6,1,0,29,3,0,4,139,91,48,14,0.6546762589928058,0.34532374100719426,0.0,0.05755395683453238,0.20863309352517986,0.0,0.007194244604316547,0.0,0.10071942446043165,1,0.0,python,icemac/toll,commands
1,0,9,9,4,1,0,0,1,9,9,9,1,50,9,0,9,228,154,74,18,0.6754385964912281,0.32456140350877194,0.021929824561403508,0.039473684210526314,0.21929824561403508,0.0,0.039473684210526314,0.0,0.07894736842105263,6,0.0,python,django-leonardo/django-leonardo,Leonardo.get_app_modules
1,0,2,2,0,1,0,0,1,1,1,2,0,13,2,0,2,54,37,17,7,0.6851851851851852,0.3148148148148148,0.018518518518518517,0.018518518518518517,0.24074074074074073,0.0,0.037037037037037035,0.0,0.12962962962962962,2,0.0,python,blazelibs/blazeutils,csvtolist
1,0,10,10,2,1,0,0,1,11,10,10,7,61,4,0,19,285,195,90,11,0.6842105263157895,0.3157894736842105,0.010526315789473684,0.03859649122807018,0.21403508771929824,0.0,0.03508771929824561,0.0,0.03859649122807018,4,0.0,python,hollenstein/maspy,calcPeptideMass
1,0,1,1,1,0,0,0,1,7,7,1,0,24,4,0,3,109,69,40,10,0.6330275229357798,0.3669724770642202,0.009174311926605505,0.06422018348623854,0.22018348623853212,0.0,0.009174311926605505,0.0,0.09174311926605505,2,0.0,python,jefflovejapan/drench,Peer.read
1,0,2,2,1,1,0,0,2,5,5,2,0,23,3,0,2,89,59,30,10,0.6629213483146067,0.33707865168539325,0.02247191011235955,0.056179775280898875,0.25842696629213485,0.0,0.02247191011235955,0.0,0.11235955056179775,3,0.0,python,ambitioninc/django-query-builder,Table.remove_field
2,0,4,4,5,1,0,0,1,10,10,4,0,64,11,0,19,285,201,84,11,0.7052631578947368,0.29473684210526313,0.021052631578947368,0.03508771929824561,0.22456140350877193,0.0,0.014035087719298246,0.0,0.03859649122807018,7,0.0,python,pygobject/pgi,ActionGroup.add_radio_actions
1,0,0,0,0,0,1,0,0,1,1,0,0,9,2,0,3,42,29,13,8,0.6904761904761905,0.30952380952380953,0.023809523809523808,0.023809523809523808,0.21428571428571427,0.0,0.0,0.0,0.19047619047619047,2,0.0,python,njharman/die,Roll.iter
1,0,8,8,2,1,0,0,0,15,15,8,4,52,4,0,10,231,158,73,13,0.683982683982684,0.31601731601731603,0.012987012987012988,0.06493506493506493,0.22510822510822512,0.0,0.03463203463203463,0.0,0.05627705627705628,4,0.0,python,totalgood/pugnlp,Detector.candidates
2,0,7,7,1,1,0,0,3,14,14,7,4,59,5,0,3,238,163,75,15,0.6848739495798319,0.31512605042016806,0.008403361344537815,0.058823529411764705,0.24789915966386555,0.0,0.029411764705882353,0.0,0.06302521008403361,3,0.0,python,stan-dev/pystan,_pars_total_indexes
1,0,1,1,0,0,0,0,1,5,5,1,1,15,1,0,3,80,52,28,12,0.65,0.35,0.0,0.0625,0.1875,0.0,0.0125,0.0,0.15,1,0.0,python,gmr/tinman,Model.sha1
1,0,5,5,2,0,0,0,0,8,8,5,1,46,4,0,3,169,112,57,9,0.6627218934911243,0.33727810650887574,0.011834319526627219,0.047337278106508875,0.27218934911242604,0.0,0.029585798816568046,0.0,0.05325443786982249,3,0.0,python,spyder-ide/spyder,LineNumberArea.mouseMoveEvent
5,0,54,54,15,5,0,0,3,108,108,54,16,553,33,0,201,2775,1946,829,19,0.7012612612612613,0.29873873873873874,0.007207207207207207,0.03891891891891892,0.19927927927927927,0.0,0.01945945945945946,0.0,0.006846846846846847,21,0.0,python,openego/ding0,plot_mv_topology
1,0,0,0,1,0,0,0,5,13,10,0,0,36,5,0,1,149,99,50,12,0.6644295302013423,0.33557046979865773,0.006711409395973154,0.087248322147651,0.24161073825503357,0.0,0.0,0.0,0.08053691275167785,2,0.0,python,jaepil/twkorean,to_utf8
1,0,0,0,1,0,0,0,3,3,3,0,0,17,4,0,3,75,50,25,9,0.6666666666666666,0.3333333333333333,0.013333333333333334,0.04,0.22666666666666666,0.0,0.0,0.0,0.12,2,0.0,python,danilobellini/audiolazy,lpc
1,0,3,3,0,0,0,0,1,3,3,3,0,13,1,0,4,68,46,22,8,0.6764705882352942,0.3235294117647059,0.0,0.04411764705882353,0.19117647058823528,0.0,0.04411764705882353,0.0,0.11764705882352941,1,0.0,python,fracpete/python-weka-wrapper3,OptionHandler.to_dict
1,0,2,2,0,0,0,0,0,4,4,2,0,14,1,0,3,62,42,20,8,0.6774193548387096,0.3225806451612903,0.0,0.06451612903225806,0.22580645161290322,0.0,0.03225806451612903,0.0,0.12903225806451613,1,0.0,python,halcy/Mastodon.py,Mastodon.status_delete
1,0,3,3,3,0,0,0,0,2,2,3,0,21,4,0,4,94,63,31,11,0.6702127659574468,0.32978723404255317,0.031914893617021274,0.02127659574468085,0.22340425531914893,0.0,0.031914893617021274,0.0,0.11702127659574468,4,0.0,python,xtrementl/focus,SettingLexer._new_token
1,0,3,3,0,0,0,0,1,3,3,3,0,16,3,0,5,90,63,27,9,0.7,0.3,0.0,0.03333333333333333,0.17777777777777778,0.0,0.03333333333333333,0.0,0.1,1,0.0,python,ttinies/sc2gameLobby,getLocalIPaddress
1,0,0,0,1,0,0,0,0,2,2,0,0,13,3,0,4,80,51,29,10,0.6375,0.3625,0.0125,0.025,0.1625,0.0,0.0,0.0,0.125,2,0.0,python,libtcod/python-tcod,BSP.in_order
1,0,17,17,7,1,0,0,1,47,47,17,2,151,13,0,66,905,610,295,12,0.6740331491712708,0.3259668508287293,0.008839779005524863,0.051933701657458566,0.16685082872928178,0.0,0.01878453038674033,0.0,0.013259668508287293,9,0.0,python,geophysics-ubonn/reda,compute_K
1,0,6,6,2,0,0,0,1,10,10,6,0,53,5,0,1,181,124,57,11,0.6850828729281768,0.3149171270718232,0.011049723756906077,0.055248618784530384,0.292817679558011,0.0,0.03314917127071823,0.0,0.06077348066298342,3,0.0,python,LeKono/pyhgnc,QueryManager._one_to_many_query
1,0,11,11,8,0,0,0,1,9,9,11,0,72,10,0,36,428,300,128,9,0.7009345794392523,0.29906542056074764,0.018691588785046728,0.02102803738317757,0.16822429906542055,0.0,0.02570093457943925,0.0,0.02102803738317757,9,0.0,python,Microsoft/azure-devops-python-api,TaskClient.get_attachment_content
1,0,1,1,1,1,0,0,1,4,4,1,0,13,3,0,2,59,38,21,9,0.6440677966101694,0.3559322033898305,0.03389830508474576,0.06779661016949153,0.22033898305084745,0.0,0.01694915254237288,0.0,0.15254237288135594,3,0.0,python,hollenstein/maspy,_findUniqueMappingValues
1,0,1,1,2,0,0,0,0,2,2,1,0,22,3,0,16,144,102,42,11,0.7083333333333334,0.2916666666666667,0.013888888888888888,0.013888888888888888,0.1527777777777778,0.0,0.006944444444444444,0.0,0.0763888888888889,3,0.0,python,minhhoit/yacms,BaseImporterCommand.add_comment
1,0,3,3,0,0,0,0,0,2,2,3,0,15,1,0,4,60,43,17,8,0.7166666666666667,0.2833333333333333,0.0,0.03333333333333333,0.25,0.0,0.05,0.0,0.13333333333333333,1,0.0,python,odlgroup/odl,TheanoOperator.perform
1,0,1,1,0,0,0,0,1,2,2,1,0,15,1,0,8,84,60,24,9,0.7142857142857143,0.2857142857142857,0.0,0.023809523809523808,0.17857142857142858,0.0,0.011904761904761904,0.0,0.10714285714285714,1,0.0,python,LuqueDaniel/pybooru,DanbooruApi_Mixin.forum_topic_update
1,0,0,0,0,0,0,0,1,2,2,0,0,13,1,0,2,54,37,17,10,0.6851851851851852,0.3148148148148148,0.0,0.037037037037037035,0.24074074074074073,0.0,0.0,0.0,0.18518518518518517,1,0.0,python,heikomuller/sco-datastore,DefaultImageManager.get_directory
1,0,1,1,1,0,0,0,3,2,2,1,0,18,4,0,3,88,58,30,12,0.6590909090909091,0.3409090909090909,0.011363636363636364,0.022727272727272728,0.20454545454545456,0.0,0.011363636363636364,0.0,0.13636363636363635,2,0.0,python,saltstack/salt,show_conf
1,0,2,2,1,0,0,0,2,2,2,2,0,27,2,0,5,109,77,32,9,0.7064220183486238,0.29357798165137616,0.009174311926605505,0.01834862385321101,0.24770642201834864,0.0,0.01834862385321101,0.0,0.08256880733944955,2,0.0,python,mehmetg/streak_client,StreakClient.delete_pipeline_stage
1,0,2,2,0,0,0,0,1,5,5,2,0,38,2,0,6,157,110,47,10,0.7006369426751592,0.29936305732484075,0.0,0.03184713375796178,0.24203821656050956,0.0,0.012738853503184714,0.0,0.06369426751592357,1,0.0,python,saltstack/salt,AsyncClientMixin.asynchronous
1,0,3,3,0,1,0,0,0,13,13,3,1,46,3,0,4,178,118,60,13,0.6629213483146067,0.33707865168539325,0.0056179775280898875,0.07303370786516854,0.25842696629213485,0.0,0.016853932584269662,0.0,0.07303370786516854,2,0.0,python,Rockhopper-Technologies/enlighten,download
1,0,1,1,0,0,0,0,0,2,2,1,0,17,1,0,3,60,43,17,7,0.7166666666666667,0.2833333333333333,0.0,0.03333333333333333,0.2833333333333333,0.0,0.016666666666666666,0.0,0.11666666666666667,1,0.0,python,Iotic-Labs/py-IoticAgent,Feed.share
1,0,0,0,1,1,0,0,0,5,5,0,0,15,3,0,1,71,45,26,13,0.6338028169014085,0.36619718309859156,0.028169014084507043,0.07042253521126761,0.2112676056338028,0.0,0.0,0.0,0.18309859154929578,3,0.0,python,spyder-ide/spyder,EditorStack.save_all
1,0,3,3,0,0,0,0,1,4,4,3,1,15,1,0,3,67,44,23,9,0.6567164179104478,0.34328358208955223,0.0,0.05970149253731343,0.22388059701492538,0.0,0.04477611940298507,0.0,0.13432835820895522,1,0.0,python,bwhite/hadoopy,isempty
1,0,2,2,1,1,0,0,1,3,3,2,0,19,4,0,3,89,59,30,11,0.6629213483146067,0.33707865168539325,0.02247191011235955,0.033707865168539325,0.21348314606741572,0.0,0.02247191011235955,0.0,0.12359550561797752,3,0.0,python,mjirik/io3d,_expand_dataset_packages
1,0,11,11,2,5,0,0,1,18,18,11,1,81,10,0,19,421,283,138,19,0.672209026128266,0.32779097387173395,0.0166270783847981,0.04275534441805225,0.19239904988123516,0.0,0.026128266033254157,0.0,0.04513064133016627,8,0.0,python,tamasgal/km3pipe,convert_runsummary_to_json
1,0,2,2,2,2,0,0,1,8,8,2,0,28,5,0,8,154,105,49,13,0.6818181818181818,0.3181818181818182,0.025974025974025976,0.05194805194805195,0.18181818181818182,0.0,0.012987012987012988,0.0,0.08441558441558442,5,0.0,python,mthornhill/django-postal,Resource.cleanup_request
1,0,3,3,1,0,0,0,1,7,7,3,0,29,2,0,9,130,87,43,7,0.6692307692307692,0.33076923076923076,0.007692307692307693,0.05384615384615385,0.2230769230769231,0.0,0.023076923076923078,0.0,0.05384615384615385,2,0.0,python,nugget/python-insteonplm,IM._get_first_all_link_record
1,0,2,2,0,2,0,0,0,8,8,2,2,37,3,0,8,161,108,53,13,0.6708074534161491,0.32919254658385094,0.012422360248447204,0.049689440993788817,0.22981366459627328,0.0,0.012422360248447204,0.0,0.08074534161490683,3,0.0,python,coghost/izen,TermTable._print_value
1,0,0,0,0,0,0,0,1,1,1,0,0,10,1,0,2,50,33,17,9,0.66,0.34,0.0,0.02,0.2,0.0,0.0,0.0,0.18,1,0.0,python,dreipol/djangocms-spa,DjangoCmsMixin.get_placeholder_field_names
1,0,0,0,0,0,0,0,1,1,1,0,0,13,1,0,3,53,38,15,8,0.7169811320754716,0.2830188679245283,0.0,0.018867924528301886,0.24528301886792453,0.0,0.0,0.0,0.1509433962264151,1,0.0,python,facetoe/zenpy,UserApi.group_memberships
1,0,5,5,0,0,0,0,0,2,2,5,0,23,1,0,5,84,59,25,8,0.7023809523809523,0.2976190476190476,0.0,0.023809523809523808,0.27380952380952384,0.0,0.05952380952380952,0.0,0.09523809523809523,1,0.0,python,nateshmbhat/pyttsx3,Engine._init__
1,0,4,4,1,0,1,0,1,1,1,4,4,21,4,0,5,88,59,29,10,0.6704545454545454,0.32954545454545453,0.022727272727272728,0.011363636363636364,0.23863636363636365,0.0,0.045454545454545456,0.0,0.11363636363636363,3,0.0,python,Carbonara-Project/Guanciale,binary_search
1,0,0,0,1,1,0,0,0,4,3,0,0,19,3,0,3,89,58,31,16,0.651685393258427,0.34831460674157305,0.02247191011235955,0.0449438202247191,0.21348314606741572,0.0,0.0,0.0,0.1797752808988764,3,0.0,python,pantsbuild/pants,_DependentGraph._validate
1,0,3,3,1,1,0,0,1,6,6,3,0,25,3,0,13,169,114,55,13,0.6745562130177515,0.3254437869822485,0.011834319526627219,0.03550295857988166,0.14792899408284024,0.0,0.01775147928994083,0.0,0.07692307692307693,3,0.0,python,saltstack/salt,_get_patches
1,0,6,6,8,0,0,0,2,12,12,6,1,87,11,0,15,359,248,111,14,0.6908077994428969,0.30919220055710306,0.022284122562674095,0.033426183844011144,0.24233983286908078,0.0,0.016713091922005572,0.0,0.03899721448467967,9,0.0,python,google/grr,Factory.Create
1,0,3,3,0,0,0,0,1,6,6,3,0,27,1,0,5,101,69,32,7,0.6831683168316832,0.31683168316831684,0.0,0.0594059405940594,0.26732673267326734,0.0,0.0297029702970297,0.0,0.06930693069306931,1,0.0,python,AndrewAnnex/SpiceyPy,diags2
1,0,1,1,0,0,0,0,1,2,2,1,0,17,1,0,2,64,46,18,7,0.71875,0.28125,0.0,0.03125,0.265625,0.0,0.015625,0.0,0.109375,1,0.0,python,razorpay/razorpay-python,Client.delete
1,0,0,0,1,0,0,0,2,3,3,0,0,14,3,0,6,88,60,28,10,0.6818181818181818,0.3181818181818182,0.011363636363636364,0.03409090909090909,0.1590909090909091,0.0,0.0,0.0,0.11363636363636363,2,0.0,python,CitrineInformatics/pif-dft,PwscfParser._is_converged
